hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,payment_method,resv_status,meal,assgn_room,cus_seg,room_type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person,pos,comm_pay,customer_review
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Chase Perry,398036200131,ChasePerry@yahoo.com,5,Gold,Online Transfer,Check0Out,BB,I,Corporate,Deluxe Room,3,0,Direct,650,12,720,7.800,5%,390,8.130,300,Refunded,17/8/2024,29/8/2024,0,Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Karen Ingram,593060403419,KIngram95@hotmail.com,5,Platinum,Credit Card,Check0Out,BB,I,Family,Single Room,1,1,Agoda,550,12,480,6.600,10%,660,6.420,300,Refunded,10/3/2024,22/3/2024,0,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Margaret Thomas,945041005612,Margaret_T53@outlook.com,5,Gold,Credit Card,Check0Out,BB,E,Individual,Deluxe Room,2,0,Direct,650,16,640,10.400,5%,520,10.520,300,Refunded,4/6/2024,20/6/2024,154,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Erica Webster,166078602736,Webster.Erica@outlook.com,4,Platinum,Online Transfer,Check0Out,BB,C,Corporate,Deluxe Room,3,0,Direct,650,10,600,6.500,10%,650,6.450,300,Refunded,9/7/2024,19/7/2024,134,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Amy Brennan,320009102804,AmyBrennan@gmail.com,5,Platinum,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,13,260,7.150,10%,715,6.695,300,Refunded,8/6/2024,21/6/2024,112,Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Sara Walker,695040608471,Sara.Walker@mail.com,4,Platinum,Credit Card,Check0Out,HB,E,Family,Deluxe Room,3,1,Direct,650,1,80,650,10%,65,665,300,Refunded,26/4/2024,27/4/2024,194,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Susan Nguyen,958054404777,SusanNguyen50@yandex.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,15,900,9.750,10%,975,9.675,300,Refunded,15/12/2024,30/12/2024,153,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brandon Davis,716083508990,Davis_Brandon@att.com,4,Platinum,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Agoda,650,9,540,5.850,10%,585,5.805,300,Refunded,2/3/2024,11/3/2024,135,Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Erica Castro,712002702382,Erica.C@yandex.com,5,Platinum,Credit Card,Check0Out,HB,E,Corporate,Single Room,1,0,Booking.com,550,10,200,5.500,10%,550,5.150,300,Refunded,2/8/2024,12/8/2024,184,Kelly,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brandon Moses,919016302010,Brandon_M@protonmail.com,4,Gold,Credit Card,Check0Out,BB,H,Family,Deluxe Room,2,1,Agoda,650,14,840,9.100,5%,455,9.485,300,Refunded,10/11/2024,24/11/2024,210,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Sara Cherry,761005703819,Sara.Cherry@gmail.com,5,Platinum,Online Transfer,Check0Out,BB,E,Individual,Deluxe Room,2,0,Booking.com,650,2,80,1.300,10%,130,1.250,300,Refunded,8/3/2024,10/3/2024,139,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Amber Jarvis,141094306271,Amber_J@yandex.com,5,Platinum,Cash,Check0Out,BB,F,Individual,Deluxe Room,2,0,Agoda,650,12,480,7.800,10%,780,7.500,300,Refunded,26/1/2024,7/2/2024,"101,46",Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Carla Sweeney,355010603208,CarlaSweeney@hotmail.com,5,Platinum,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Agoda,650,10,600,6.500,10%,650,6.450,300,Refunded,24/7/2024,3/8/2024,145,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Laura Koch,672054009693,Laura_Koch28@aol.com,4,Platinum,Cash,Check0Out,BB,D,Family,Single Room,1,2,Booking.com,550,1,60,550,10%,55,555,300,Refunded,28/3/2024,29/3/2024,173,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Heather Gonzales,676084808743,Heather_G@att.com,5,N/A,Online Transfer,Check0Out,HB,D,Corporate,Deluxe Room,3,0,Agoda,650,14,840,9.100,0%,0,9.940,300,Refunded,25/6/2024,9/7/2024,"217,05",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Gloria Ferguson,315051007902,Gloria_Ferguson@yahoo.com,4,N/A,Online Transfer,Check0Out,BB,E,Corporate,Single Room,1,0,Agoda,550,14,280,7.700,0%,0,7.980,300,Refunded,25/6/2024,9/7/2024,164,Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Mark Mclean,468032804824,Mark.M@gmail.com,5,Platinum,Cash,Check0Out,BB,F,Corporate,Single Room,1,0,Agoda,550,7,140,3.850,10%,385,3.605,300,Refunded,17/7/2024,24/7/2024,173,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Amanda Williams,396032602739,Williams.Amanda58@gmail.com,5,Gold,Cash,Check0Out,BB,A,Family,Single Room,1,1,Direct,550,12,480,6.600,5%,330,6.750,300,Refunded,3/3/2024,15/3/2024,"112,5",Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Gary Johnson,251018707004,Johnson_Gary45@yahoo.com,5,Platinum,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,2,80,1.300,10%,130,1.250,300,Refunded,8/5/2024,10/5/2024,153,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michael Cooper,685052006387,Cooper_Michael@verizon.com,5,Gold,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,15,300,8.250,5%,413,8.138,300,Refunded,3/9/2024,18/9/2024,173,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Kimberly Brown,595059909186,Kimberly.Brown68@xfinity.com,4,Gold,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,3,0,Agoda,650,4,240,2.600,5%,130,2.710,300,Refunded,13/4/2024,17/4/2024,153,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Amanda Lawson,754036007089,Amanda.L@hotmail.com,5,Platinum,Online Transfer,Check0Out,BB,D,Family,Royal Suite,3,2,Direct,1.800,2,200,3.600,10%,360,3.440,300,Forfeited,30/10/2024,1/11/2024,134,Kelly,Sales Executive,30,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Aaron Khan,736044507785,AKhan@hotmail.com,5,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Direct,650,6,360,3.900,5%,195,4.065,300,Refunded,9/4/2024,15/4/2024,153,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Brenda Kim,328062603279,Kim_Brenda@outlook.com,5,Platinum,Online Transfer,Check0Out,BB,G,Individual,Deluxe Room,2,0,Booking.com,650,8,320,5.200,10%,520,5.000,300,Refunded,24/9/2024,2/10/2024,233,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Melinda Green,773010301385,Melinda.G18@comcast.net,5,Gold,Cash,Check0Out,BB,G,Corporate,Single Room,1,0,Direct,550,6,120,3.300,5%,165,3.255,300,Refunded,23/4/2024,29/4/2024,154,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Brittany Weiss,578042905337,Weiss.Brittany79@gmail.com,5,Platinum,Credit Card,Check0Out,BB,F,Family,Royal Suite,3,2,Direct,1.800,8,800,14.400,10%,1.440,13.760,300,Refunded,12/10/2024,20/10/2024,173,Kelly,Sales Executive,30,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Steven Johnson,436005401484,Steven.J@comcast.net,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,2,40,1.100,10%,110,1.030,300,Refunded,25/8/2024,27/8/2024,135,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Michael Yates,572090400318,Michael_Yates@hotmail.com,5,Gold,Credit Card,Check0Out,BB,E,Individual,Deluxe Room,2,0,Agoda,650,12,480,7.800,5%,390,7.890,300,Refunded,11/8/2024,23/8/2024,"132,5",Amy,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Justin Harmon,156085807283,Justin_Harmon39@comcast.net,5,Platinum,Credit Card,Check0Out,BB,H,Corporate,Deluxe Room,3,0,Direct,650,14,840,9.100,10%,910,9.030,300,Refunded,1/12/2024,15/12/2024,"222,67",Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,David Durham,761054201303,DavidDurham@aol.com,5,Platinum,Cash,Check0Out,BB,D,Family,Single Room,1,2,Direct,550,16,960,8.800,10%,880,8.880,300,Refunded,25/5/2024,10/6/2024,135,Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jessica Gordon,599032605598,JGordon@gmail.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,8,160,4.400,10%,440,4.120,300,Refunded,23/4/2024,1/5/2024,107,Kelly,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Cindy Jones,493002501887,Jones.Cindy84@xfinity.com,5,Gold,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Agoda,650,9,360,5.850,5%,293,5.918,300,Refunded,20/5/2024,29/5/2024,127,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Dr. Shannon Keith,627051503563,Dr..K69@yandex.com,5,Gold,Online Transfer,Check0Out,BB,D,Corporate,Single Room,1,0,Booking.com,550,7,140,3.850,5%,193,3.798,300,Refunded,22/10/2024,29/10/2024,135,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Ronald Willis,852098807157,RWillis17@mail.com,5,Platinum,Credit Card,Check0Out,BB,D,Family,Royal Suite,3,2,Booking.com,1.800,12,1.200,21.600,10%,2.160,20.640,300,Refunded,9/4/2024,21/4/2024,"149,7",Kelly,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Terry Baker,530021807252,Terry_B@comcast.net,5,Platinum,Cash,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,10,400,6.500,10%,650,6.250,300,Refunded,5/10/2024,15/10/2024,"161,25",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Cole Herman,931008203095,Cole.Herman@outlook.com,5,Platinum,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,2,0,Booking.com,650,6,240,3.900,10%,390,3.750,300,Refunded,11/10/2024,17/10/2024,107,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Sara Boyer,930022000423,Sara_Boyer@comcast.net,5,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,15,900,9.750,10%,975,9.675,300,Refunded,17/2/2024,3/3/2024,"75,44",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jacob Mueller,676053603957,Mueller.Jacob@gmail.com,4,N/A,Cash,Check0Out,BB,A,Family,Deluxe Room,3,1,Direct,650,6,480,3.900,0%,0,4.380,300,Refunded,3/11/2024,9/11/2024,"75,44",Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Alicia Underwood,435045208261,Underwood.Alicia@aol.com,5,Gold,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,2,0,Booking.com,650,3,120,1.950,5%,98,1.973,300,Refunded,22/2/2024,25/2/2024,115,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Cheryl Hubbard,565038108954,Cheryl_H@att.com,5,Platinum,Online Transfer,Check0Out,FB,A,Corporate,Deluxe Room,3,0,Direct,650,10,600,6.500,10%,650,6.450,300,Refunded,20/6/2024,30/6/2024,"159,2",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jason Thompson,871087708895,Thompson_Jason96@comcast.net,5,Platinum,Online Transfer,Check0Out,HB,A,Corporate,Single Room,1,0,Booking.com,550,7,140,3.850,10%,385,3.605,300,Refunded,22/12/2024,29/12/2024,"163,29",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Katherine Young,785081905573,Katherine.Young@yandex.com,5,Gold,Credit Card,Check0Out,BB,H,Family,Deluxe Room,3,1,Direct,650,13,1.040,8.450,5%,423,9.068,300,Refunded,15/7/2024,28/7/2024,210,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Mrs. Jessica Armstrong DDS,611070705655,Mrs..DDS@outlook.com,5,Gold,Cash,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,10,200,5.500,5%,275,5.425,300,Refunded,24/12/2024,3/1/2025,154,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Paul Miller,944056409431,Paul_Miller@xfinity.com,5,Platinum,Online Transfer,Check0Out,HB,A,Corporate,Single Room,1,0,Direct,550,1,20,550,10%,55,515,300,Refunded,6/7/2024,7/7/2024,166,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Larry Oconnor,703062702916,Oconnor.Larry@gmail.com,5,Platinum,Credit Card,Check0Out,BB,E,Corporate,Single Room,1,0,Direct,550,14,280,7.700,10%,770,7.210,300,Refunded,29/3/2024,12/4/2024,"132,5",Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Sherry Fowler,764078804425,Fowler_Sherry@gmail.com,4,Gold,Credit Card,Check0Out,BB,A,Family,Deluxe Room,2,1,Booking.com,650,9,540,5.850,5%,293,6.098,300,Refunded,1/1/2024,10/1/2024,107,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Gregory Hill,849038206607,GHill49@outlook.com,4,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,15,900,9.750,10%,975,9.675,300,Refunded,8/11/2024,23/11/2024,"121,98",Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Alexandra Lynch DDS,544006104161,DDS_Alexandra@mail.com,5,Gold,Credit Card,Check0Out,HB,D,Corporate,Deluxe Room,3,0,Agoda,650,15,900,9.750,5%,488,10.163,300,Refunded,22/6/2024,7/7/2024,0,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Luis Richmond,219081800316,Luis.Richmond@mail.com,5,Gold,Credit Card,Check0Out,HB,E,Corporate,Deluxe Room,3,0,Booking.com,650,1,60,650,5%,33,678,300,Refunded,19/4/2024,20/4/2024,133,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Scott Hunt,254064305742,Hunt_Scott@aol.com,3,Gold,Online Transfer,Check0Out,BB,F,Family,Studio,2,2,Booking.com,1.650,4,320,6.600,5%,330,6.590,300,Refunded,2/10/2024,6/10/2024,107,Leo,Sales Manager,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Chase Brennan,622030805544,Chase_Brennan@aol.com,4,Platinum,Credit Card,Check0Out,BB,F,Corporate,Single Room,1,0,Agoda,550,8,160,4.400,10%,440,4.120,300,Refunded,15/3/2024,23/3/2024,"117,81",Kelly,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Margaret Scott,672045101814,MScott@mail.com,5,Platinum,Credit Card,Check0Out,BB,F,Corporate,Single Room,1,0,Booking.com,550,7,140,3.850,10%,385,3.605,300,Refunded,8/9/2024,15/9/2024,107,Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Amy Evans,215080904376,Evans_Amy@verizon.com,4,Platinum,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,6,240,3.900,10%,390,3.750,300,Refunded,20/2/2024,26/2/2024,"120,6",Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Mario Delgado,658089603009,Delgado_Mario@verizon.com,4,Platinum,Credit Card,Check0Out,BB,E,Family,Royal Suite,3,2,Booking.com,1.800,15,1.500,27.000,10%,2.700,25.800,300,Forfeited,13/5/2024,28/5/2024,147,Leo,Sales Manager,30,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Chase Guzman,440053304911,Chase_G61@mail.com,5,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,12,720,7.800,5%,390,8.130,300,Forfeited,10/4/2024,22/4/2024,153,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Todd Cardenas,758057801419,Todd.C48@gmail.com,5,Gold,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Agoda,650,6,240,3.900,5%,195,3.945,300,Refunded,12/8/2024,18/8/2024,153,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jennifer Berger,479095606480,JenniferBerger89@mail.com,5,Platinum,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,1,40,650,10%,65,625,300,Refunded,22/8/2024,23/8/2024,134,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Tara Turner,886037901717,Tara_Turner61@outlook.com,4,Platinum,Online Transfer,Check0Out,BB,E,Family,Studio,2,2,Agoda,1.650,14,1.120,23.100,10%,2.310,21.910,300,Refunded,28/8/2024,11/9/2024,153,Amy,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,James Baker,945056905164,Baker.James@gmail.com,5,Platinum,Credit Card,Check0Out,HB,A,Corporate,Deluxe Room,3,0,Booking.com,650,15,900,9.750,10%,975,9.675,300,Refunded,2/8/2024,17/8/2024,118,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Douglas Obrien,458099301040,Douglas_O28@yahoo.com,5,Gold,Online Transfer,Check0Out,BB,D,Individual,Deluxe Room,2,0,Booking.com,650,5,200,3.250,5%,163,3.288,300,Refunded,9/6/2024,14/6/2024,134,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Hannah Davis,105036303307,Hannah.Davis@outlook.com,5,Platinum,Credit Card,Check0Out,HB,A,Corporate,Single Room,1,0,Agoda,550,6,120,3.300,10%,330,3.090,300,Refunded,12/9/2024,18/9/2024,135,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Lauren King,977070902376,LKing@att.com,5,Gold,Cash,Check0Out,HB,D,Family,Single Room,1,2,Booking.com,550,14,840,7.700,5%,385,8.155,300,Refunded,3/7/2024,17/7/2024,"158,77",Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Diana Sanchez,969012604976,DianaSanchez@comcast.net,5,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Direct,650,15,900,9.750,5%,488,10.163,300,Refunded,1/4/2024,16/4/2024,134,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jonathan Bryant,692017500678,Jonathan_B80@xfinity.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,10,200,5.500,10%,550,5.150,300,Refunded,8/6/2024,18/6/2024,134,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Steven Bernard,467052904791,Steven.Bernard@aol.com,5,Platinum,Credit Card,Check0Out,HB,C,Individual,Deluxe Room,2,0,Direct,650,4,160,2.600,10%,260,2.500,300,Refunded,30/12/2024,3/1/2025,"142,03",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michelle Alvarado,294021901398,MichelleAlvarado@hotmail.com,5,Platinum,Online Transfer,Check0Out,HB,G,Family,Royal Suite,3,2,Booking.com,1.800,16,1.600,28.800,10%,2.880,27.520,300,Refunded,31/8/2024,16/9/2024,240,Leo,Sales Manager,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jason Dudley,797025405882,Jason_D@zoho.com,5,N/A,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,13,260,7.150,0%,0,7.410,300,Refunded,18/8/2024,31/8/2024,134,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michael Hood,824015308925,Michael_H87@att.com,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,13,780,8.450,10%,845,8.385,300,Refunded,21/4/2024,4/5/2024,134,Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Shannon Parker,425061208160,Shannon_P@yahoo.com,5,Gold,Online Transfer,Check0Out,HB,A,Corporate,Deluxe Room,3,0,Booking.com,650,5,300,3.250,5%,163,3.388,300,Refunded,6/9/2024,11/9/2024,147,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Evan Lynch,826062902636,Lynch.Evan@att.com,5,Platinum,Cash,Check0Out,BB,E,Family,Studio,2,2,Direct,1.650,10,800,16.500,10%,1.650,15.650,300,Refunded,28/7/2024,7/8/2024,176,Leo,Sales Manager,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Julia Clark,151056101978,JuliaClark@verizon.com,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,1,60,650,10%,65,645,300,Refunded,23/8/2024,24/8/2024,"120,6",Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Dwayne Murphy,995093602235,Murphy.Dwayne@outlook.com,5,Platinum,Credit Card,Check0Out,HB,A,Corporate,Deluxe Room,3,0,Booking.com,650,11,660,7.150,10%,715,7.095,300,Refunded,14/10/2024,25/10/2024,166,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Daniel Sheppard,609007300391,Daniel.S27@comcast.net,4,Gold,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,2,40,1.100,5%,55,1.085,300,Refunded,27/1/2024,29/1/2024,134,Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Martha Barr,135023809258,Martha.Barr@yahoo.com,5,Platinum,Cash,Check0Out,HB,A,Family,Single Room,1,1,Booking.com,550,10,400,5.500,10%,550,5.350,300,Refunded,27/4/2024,7/5/2024,147,Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michael Trevino,336083300685,MTrevino@hotmail.com,5,Gold,Credit Card,Check0Out,HB,D,Corporate,Single Room,1,0,Direct,550,9,180,4.950,5%,248,4.883,300,Refunded,3/1/2024,12/1/2024,167,Kelly,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Edward Garcia,710011405663,Garcia.Edward18@yandex.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Direct,650,10,600,6.500,10%,650,6.450,300,Refunded,21/7/2024,31/7/2024,"107,2",Leo,Sales Manager,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Angela Marshall,783080604887,AMarshall@verizon.com,4,Gold,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,3,180,1.950,5%,98,2.033,300,Refunded,22/3/2024,25/3/2024,"131,63",Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Kelsey Porter,145024306143,Porter.Kelsey@gmail.com,5,Gold,Cash,Check0Out,HB,E,Family,Single Room,1,2,Agoda,550,5,300,2.750,5%,138,2.913,300,Refunded,15/9/2024,20/9/2024,"233,05",Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Vicki Williams,786099600203,VWilliams@zoho.com,5,Gold,Online Transfer,Check0Out,HB,A,Corporate,Deluxe Room,3,0,Direct,650,8,480,5.200,5%,260,5.420,300,Refunded,19/9/2024,27/9/2024,"90,12",Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Cathy Graham,764057809618,CGraham@att.com,4,Platinum,Cash,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,7,420,4.550,10%,455,4.515,300,Refunded,3/5/2024,10/5/2024,"120,6",Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Tony Guerrero,187058605500,Tony.G30@yahoo.com,5,Gold,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,15,900,9.750,5%,488,10.163,300,Refunded,30/6/2024,15/7/2024,125,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Brad Dougherty,397001607728,Dougherty.Brad24@xfinity.com,5,Platinum,Online Transfer,Check0Out,BB,D,Family,Single Room,1,2,Agoda,550,2,120,1.100,10%,110,1.110,300,Refunded,9/11/2024,11/11/2024,154,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Eric Martinez,357087009729,Eric_Martinez@aol.com,5,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,8,160,4.400,10%,440,4.120,300,Refunded,9/6/2024,17/6/2024,"120,6",Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,David Murphy,699003309443,Murphy.David@mail.com,5,N/A,Credit Card,Check0Out,BB,D,Individual,Deluxe Room,3,0,Agoda,650,12,720,7.800,0%,0,8.520,300,Refunded,25/5/2024,6/6/2024,"114,25",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jennifer Brock,351055600893,Jennifer_Brock64@comcast.net,5,N/A,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,7,280,4.550,0%,0,4.830,300,Refunded,7/6/2024,14/6/2024,107,Leo,Sales Manager,20,Excellent
